Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-03526,2026-08-02,2,Sunday,31,August,8,August 2026,Telangana,X (Twitter),@adgpi,73,4,314,30,30,1534,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,64.2,22.8,13.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03527,2026-08-02,2,Sunday,31,August,8,August 2026,Telangana,Instagram,@indianarmy.adgpi,116,4,1096,95,20,4215,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,66.0,25.6,8.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03528,2026-08-02,2,Sunday,31,August,8,August 2026,Telangana,Facebook,Indian Army,77,3,275,47,28,1993,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,68.1,23.2,8.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03529,2026-08-02,2,Sunday,31,August,8,August 2026,Tripura,X (Twitter),@adgpi,116,2,522,26,72,3223,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,65.3,26.3,8.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03530,2026-08-02,2,Sunday,31,August,8,August 2026,Tripura,Instagram,@indianarmy.adgpi,100,3,1038,63,22,5954,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,66.7,18.7,14.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03531,2026-08-02,2,Sunday,31,August,8,August 2026,Tripura,Facebook,Indian Army,78,3,346,36,35,1431,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.0,12.2,7.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03532,2026-08-02,2,Sunday,31,August,8,August 2026,Uttar Pradesh,X (Twitter),@adgpi,431,3,1904,143,210,10174,Recruitment and Agniveer Outreach,Modelled surge: recruitment and youth outreach discussion,80.8,7.1,12.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03533,2026-08-02,2,Sunday,31,August,8,August 2026,Uttar Pradesh,Instagram,@indianarmy.adgpi,541,5,7045,452,85,30432,Recruitment and Agniveer Outreach,Modelled surge: recruitment and youth outreach discussion,65.3,19.4,15.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03534,2026-08-02,2,Sunday,31,August,8,August 2026,Uttar Pradesh,Facebook,Indian Army,452,4,1888,312,244,10940,Recruitment and Agniveer Outreach,Modelled surge: recruitment and youth outreach discussion,64.5,25.1,10.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03535,2026-08-02,2,Sunday,31,August,8,August 2026,Uttarakhand,X (Twitter),@adgpi,182,4,771,112,153,2196,Technology and Modernisation,Routine modelled public conversation around Indian Army content,71.7,18.2,10.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03536,2026-08-02,2,Sunday,31,August,8,August 2026,Uttarakhand,Instagram,@indianarmy.adgpi,215,5,2228,118,35,7911,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,76.1,9.4,14.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03537,2026-08-02,2,Sunday,31,August,8,August 2026,Uttarakhand,Facebook,Indian Army,146,4,769,53,36,5459,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,80.0,4.5,15.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03538,2026-08-02,2,Sunday,31,August,8,August 2026,West Bengal,X (Twitter),@adgpi,65,3,231,50,47,964,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,65.0,25.2,9.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03539,2026-08-02,2,Sunday,31,August,8,August 2026,West Bengal,Instagram,@indianarmy.adgpi,109,2,1217,46,27,6734,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,69.0,19.9,11.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03540,2026-08-02,2,Sunday,31,August,8,August 2026,West Bengal,Facebook,Indian Army,72,2,397,25,25,2635,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,79.5,10.8,9.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03541,2026-08-02,2,Sunday,31,August,8,August 2026,Delhi,X (Twitter),@adgpi,207,1,574,91,99,5719,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,64.4,25.0,10.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03542,2026-08-02,2,Sunday,31,August,8,August 2026,Delhi,Instagram,@indianarmy.adgpi,264,2,2364,165,42,13085,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,73.9,18.0,8.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03543,2026-08-02,2,Sunday,31,August,8,August 2026,Delhi,Facebook,Indian Army,217,1,1067,69,74,7074,Training and Military Readiness,Routine modelled public conversation around Indian Army content,74.0,20.5,5.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03544,2026-08-02,2,Sunday,31,August,8,August 2026,Jammu and Kashmir,X (Twitter),@adgpi,205,4,551,145,72,3005,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,60.7,22.6,16.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03545,2026-08-02,2,Sunday,31,August,8,August 2026,Jammu and Kashmir,Instagram,@indianarmy.adgpi,195,2,2434,153,28,12258,Training and Military Readiness,Routine modelled public conversation around Indian Army content,59.8,31.7,8.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03546,2026-08-02,2,Sunday,31,August,8,August 2026,Jammu and Kashmir,Facebook,Indian Army,176,4,899,54,101,5008,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,78.4,5.6,16.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03547,2026-08-02,2,Sunday,31,August,8,August 2026,Ladakh,X (Twitter),@adgpi,154,4,824,37,86,2892,Training and Military Readiness,Routine modelled public conversation around Indian Army content,79.5,9.1,11.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03548,2026-08-02,2,Sunday,31,August,8,August 2026,Ladakh,Instagram,@indianarmy.adgpi,152,2,1969,106,37,9537,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,68.8,26.0,5.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03549,2026-08-02,2,Sunday,31,August,8,August 2026,Ladakh,Facebook,Indian Army,100,1,703,34,33,2193,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,66.8,26.2,7.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03550,2026-08-02,2,Sunday,31,August,8,August 2026,Puducherry,X (Twitter),@adgpi,124,3,583,55,46,2837,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,59.1,30.1,10.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03551,2026-08-02,2,Sunday,31,August,8,August 2026,Puducherry,Instagram,@indianarmy.adgpi,124,2,1379,84,25,5188,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,74.9,15.1,10.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03552,2026-08-02,2,Sunday,31,August,8,August 2026,Puducherry,Facebook,Indian Army,116,4,660,53,63,3361,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,60.9,24.1,15.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03553,2026-08-02,2,Sunday,31,August,8,August 2026,Andaman and Nicobar Islands,X (Twitter),@adgpi,140,4,585,107,82,1194,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,59.6,31.3,9.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03554,2026-08-02,2,Sunday,31,August,8,August 2026,Andaman and Nicobar Islands,Instagram,@indianarmy.adgpi,164,3,1710,116,14,6253,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,79.5,6.3,14.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03555,2026-08-02,2,Sunday,31,August,8,August 2026,Andaman and Nicobar Islands,Facebook,Indian Army,103,5,458,70,41,1712,Technology and Modernisation,Routine modelled public conversation around Indian Army content,64.0,28.2,7.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03556,2026-08-02,2,Sunday,31,August,8,August 2026,Chandigarh,X (Twitter),@adgpi,124,2,289,56,85,1895,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,72.4,23.4,4.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03557,2026-08-02,2,Sunday,31,August,8,August 2026,Chandigarh,Instagram,@indianarmy.adgpi,154,1,1850,103,16,9755,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.5,7.5,12.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03558,2026-08-02,2,Sunday,31,August,8,August 2026,Chandigarh,Facebook,Indian Army,81,3,464,24,31,2636,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,59.5,31.7,8.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03559,2026-08-02,2,Sunday,31,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,X (Twitter),@adgpi,141,2,511,84,97,2854,Technology and Modernisation,Routine modelled public conversation around Indian Army content,69.3,14.9,15.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03560,2026-08-02,2,Sunday,31,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,Instagram,@indianarmy.adgpi,134,2,1154,68,20,9395,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,64.9,28.5,6.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03561,2026-08-02,2,Sunday,31,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,Facebook,Indian Army,138,2,644,79,77,2377,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,71.0,22.5,6.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03562,2026-08-02,2,Sunday,31,August,8,August 2026,Lakshadweep,X (Twitter),@adgpi,107,2,496,76,57,1363,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,69.5,19.2,11.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03563,2026-08-02,2,Sunday,31,August,8,August 2026,Lakshadweep,Instagram,@indianarmy.adgpi,116,3,1061,74,10,5067,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,69.9,22.9,7.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03564,2026-08-02,2,Sunday,31,August,8,August 2026,Lakshadweep,Facebook,Indian Army,70,1,304,46,36,1193,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,69.0,17.8,13.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03565,2026-08-03,3,Monday,32,August,8,August 2026,Andhra Pradesh,X (Twitter),@adgpi,84,5,314,56,35,846,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,59.9,32.5,7.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03566,2026-08-03,3,Monday,32,August,8,August 2026,Andhra Pradesh,Instagram,@indianarmy.adgpi,104,4,1397,60,20,5706,Technology and Modernisation,Routine modelled public conversation around Indian Army content,81.8,13.0,5.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03567,2026-08-03,3,Monday,32,August,8,August 2026,Andhra Pradesh,Facebook,Indian Army,95,3,711,34,53,2973,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,59.1,32.0,8.9,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03568,2026-08-03,3,Monday,32,August,8,August 2026,Arunachal Pradesh,X (Twitter),@adgpi,202,4,823,132,125,4908,Technology and Modernisation,Routine modelled public conversation around Indian Army content,68.9,14.7,16.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03569,2026-08-03,3,Monday,32,August,8,August 2026,Arunachal Pradesh,Instagram,@indianarmy.adgpi,210,2,2559,169,33,7580,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,79.8,12.7,7.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03570,2026-08-03,3,Monday,32,August,8,August 2026,Arunachal Pradesh,Facebook,Indian Army,126,5,468,33,27,2908,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,59.1,35.0,5.9,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03571,2026-08-03,3,Monday,32,August,8,August 2026,Assam,X (Twitter),@adgpi,218,1,811,164,144,2150,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,63.6,24.1,12.3,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03572,2026-08-03,3,Monday,32,August,8,August 2026,Assam,Instagram,@indianarmy.adgpi,235,5,2795,170,36,13809,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,81.8,2.8,15.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
